,"Analysis showing the count, employment and turnover (£'000s) of VAT and/or PAYE based enterprises exhibiting high growth in employment, turnover and both employment and turnover for Countries, Regions unitary and local authority districts of the United Kingdom ",,,,,,,,,,,,,,,,,,,,,,,,,
S12000036 : City of Edinburgh,155,"11,713","989,355",270,"75,161",..C,90,"5,744","564,676",,,,,,,,,,,,,,,,,
S12000005 : Clackmannanshire,5,..C,..C,10,..C,"59,816",0,..C,..C,,,,,,,,,,,,,,,,,
S12000006 : Dumfries and Galloway,30,"3,334","299,627",45,"2,498","212,484",15,"1,591","112,389",,,,,,,,,,,,,,,,,
S12000042 : Dundee City,20,"1,107","83,056",40,"1,684",..C,5,426,..C,,,,,,,,,,,,,,,,,
S12000008 : East Ayrshire,15,891,"63,202",35,"2,015","120,823",10,492,"22,541",,,,,,,,,,,,,,,,,
S12000045 : East Dunbartonshire,5,525,"24,915",20,949,"89,699",5,..C,..C,,,,,,,,,,,,,,,,,
S12000010 : East Lothian,15,"1,714","102,527",20,811,"87,725",5,260,"9,501",,,,,,,,,,,,,,,,,
S12000011 : East Renfrewshire,10,472,"40,064",25,801,"47,518",5,347,"19,118",,,,,,,,,,,,,,,,,
S12000014 : Falkirk,15,"2,046","82,854",35,"2,208","1,453,122",5,"1,249","56,799",,,,,,,,,,,,,,,,,
S12000015 : Fife,55,"3,739","406,658",90,"8,582","611,198",25,"2,384","292,730",,,,,,,,,,,,,,,,,
S12000046 : Glasgow City,140,"16,409","1,749,923",285,"27,239","3,463,417",75,"10,605","1,393,710",,,,,,,,,,,,,,,,,
S12000017 : Highland,60,"5,228","271,153",90,"4,073","319,972",25,"2,169","130,504",,,,,,,,,,,,,,,,,
S12000018 : Inverclyde,5,296,"55,863",15,946,"53,634",5,..C,..C,,,,,,,,,,,,,,,,,
S12000019 : Midlothian,20,"1,472","55,273",35,"1,438","107,285",10,648,"33,808",,,,,,,,,,,,,,,,,
S12000020 : Moray,5,"1,208",..C,20,"1,547",..C,0,..C,..C,,,,,,,,,,,,,,,,,
S12000013 : Na h-Eileanan Siar,0,..C,..C,10,145,"6,271",0,0,0,,,,,,,,,,,,,,,,,
S12000021 : North Ayrshire,15,"1,443","114,259",30,"1,387","349,024",5,..C,..C,,,,,,,,,,,,,,,,,
S12000044 : North Lanarkshire,45,"2,793","626,658",70,"4,015","777,004",20,"1,276","457,078",,,,,,,,,,,,,,,,,
S12000023 : Orkney Islands,0,..C,..C,5,..C,..C,0,..C,..C,,,,,,,,,,,,,,,,,
S12000024 : Perth and Kinross,30,"1,919","629,126",55,"3,029","723,882",15,"1,430","586,345",,,,,,,,,,,,,,,,,
S12000038 : Renfrewshire,25,"2,971","1,593,739",55,"3,290","1,541,598",10,..C,..C,,,,,,,,,,,,,,,,,
S12000026 : Scottish Borders,10,"1,060","189,701",30,"3,188","787,121",5,..C,..C,,,,,,,,,,,,,,,,,
S12000027 : Shetland Islands,5,..C,..C,10,186,"20,299",0,..C,..C,,,,,,,,,,,,,,,,,
S12000028 : South Ayrshire,15,"1,040","51,122",40,"2,281","888,001",10,636,"33,234",,,,,,,,,,,,,,,,,
S12000029 : South Lanarkshire,45,"3,613","752,870",95,"6,299","1,343,468",25,"2,596","650,284",,,,,,,,,,,,,,,,,
S12000030 : Stirling,25,"1,857","180,752",35,"1,418","147,994",10,442,"98,029",,,,,,,,,,,,,,,,,
S12000039 : West Dunbartonshire,10,..C,..C,15,720,"68,909",5,..C,..C,,,,,,,,,,,,,,,,,
S12000040 : West Lothian,20,"1,752","293,862",60,"12,246","1,053,897",10,570,"97,713",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
N92000002 : Northern Ireland,320,"33,017","4,395,693",675,"42,919","7,818,677",160,"16,611","2,180,446",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
N09000001 : Antrim and Newtownabbey,15,700,"41,656",35,"1,508","485,346",5,..C,..C,,,,,,,,,,,,,,,,,
N09000011 : Ards and North Down,15,"1,134","52,759",35,"1,695","147,327",10,..C,..C,,,,,,,,,,,,,,,,,
N09000002 : Armagh City Banbridge and Craigavon,35,"3,348","383,881",60,"3,737","607,619",10,"1,075","119,963",,,,,,,,,,,,,,,,,
N09000003 : Belfast,85,"10,602","1,178,156",170,"13,348","2,491,426",40,"4,631","606,002",,,,,,,,,,,,,,,,,
N09000004 : Causeway Coast and Glens,15,"1,073","174,734",50,"2,416","575,717",10,722,"138,571",,,,,,,,,,,,,,,,,
N09000005 : Derry City and Strabane,25,"2,383","132,213",60,"3,031","206,854",15,"1,863","60,493",,,,,,,,,,,,,,,,,
N09000006 : Fermanagh and Omagh,20,"1,324","535,937",45,"2,134","618,871",10,728,"412,258",,,,,,,,,,,,,,,,,
N09000007 : Lisburn and Castlereagh,30,"4,577","706,453",55,"3,290","441,038",15,"1,487","99,789",,,,,,,,,,,,,,,,,
N09000008 : Mid and East Antrim,15,"1,626","197,882",35,"1,885","234,115",5,"1,118","123,473",,,,,,,,,,,,,,,,,
N09000009 : Mid Ulster,40,"4,661","772,865",65,"5,924","1,550,127",25,"3,170","498,498",,,,,,,,,,,,,,,,,
N09000010 : Newry Mourne and Down,25,"1,589","219,157",65,"3,951","460,237",15,918,"62,076",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
This table is confidentialised by Tau Argus,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Extract                        highgrowth2018,,,,,,,,,,,,,,,,,,,,,,,,,,
Date                           07 January 2020                         ,,,,,,,,,,,,,,,,,,,,,,,,,,
Das Number             894-0120,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"National Statistics for individual themes are published by a variety of government departments, based on a variety of ",,,,,,,,,,,,,,,,,,,,,,,,,,
data sources such as surveys and administrative information.  Details of the source of information on which the statistics are based will be included in the publications.  ,,,,,,,,,,,,,,,,,,,,,,,,,,
A list of publications can be found at: https://www.ons.gov.uk/releasecalendar,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
For further information please contact:,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
IDBRDAS@ons.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,
Tel: 01633 456902,,,,,,,,,,,,,,,,,,,,,,,,,,
Created on 07/01/2020 by the Office for National Statistics.  ,,,,,,,,,,,,,,,,,,,,,,,,,,
"© Crown copyright. You may re-use this information (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence.",,,,,,,,,,,,,,,,,,,,,,,,,,
"To view this licence, go to: http://www.nationalarchives.gov.uk/doc/open-government-licence/",,,,,,,,,,,,,,,,,,,,,,,,,,
"or write to the Information Policy Team, The National Archives, Kew, London TW9 4DU.  Email: psi@nationalarchives.gsi.gov.uk",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
